关于往年考研武汉理工大学艺术设计的专业课考题，手绘都考什么呀，有什么倾向呢！17考研狗求大神解答啊，？,同问，要提前联系吗
西南交大、西电、武汉理工、福州大学、苏州大学、河海大学、华北电力大学，这些大学按综合名气怎么排名？, 差不多按你写的这个排名吧。河海 华北电力要往前靠靠。  西交，老牌211，建筑道路桥梁牛逼哄哄得很。  华北电力毕业后进电力系统，日子太安逸不要躺着数钱玩。。。。。 
武汉理工大学 转专业？,不同专业转过去的绩点不同，当年我是4.2过去的，当然也有其他专业3.8左右的。笔试考高数，英语。好好学习，天天向上，理工大转专业还是比较容易的
武汉理工大学和宁波大学哪个好?, 这是武汉理工在知乎上被黑的最惨的一次。。。  PS: 根据管理员要求，加上阐述：武汉理工无论在哪个排行榜都高于宁波大学。 
武汉理工大学 有没有帮助高考没考好的学生上武汉理工大学?,你考了多少分
本人想学计算机专业，单考虑就业的话，华南理工，武汉大学，西交大应该怎么排呢？,晚上查了一下这三所学校的计算机专业，然后感觉还不大好分析，一是院校各有长短，二是题主交代的信息不很全面。 题主没说坐标。因为各高等院校在不同区域的招生录取分数线有所不同，所以不太明白题主为何拿这三所学校来比较，因为能考这三所学校的分数，可选择的学校不少。 所以题主在确定了专业之后还要考虑以下问题: 以专业优先为导向选院校？ 以区域优先为导向选学校？ 以院校优先为导向选专业？  从题主所透露的信息来看:毕业（本科）后即参加工作，那么有否考虑将来在哪个城市工作？ 如果在西安交大读书而去深广工作……这个不是很科学啊。不是不可以，只是这路走的有点弯了，从资源配置的角度讲不是很合理。  就武大，西交大，华理工三所大学的计算机专业排名来看，武大、西交大难分伯仲（感觉西交大还强那么一点点），各有千秋。华理工的优势专业并没体现在计算机这个专业上。 我对这三个学校的计算机专业的相关信息做了搜集，准备发在公众号上（老马食图），有兴趣的朋友可以关注，欢迎指正，切勿拍砖。  最后希望题主抓紧时间，努力学习。 来日冲天一飞，金榜题名，考上自己的喜欢的学校。  ——……——……—— 以下搜了些信息，看有否帮助没。  
关于武汉理工大学紧接着第二次事件，某微博大V的做法是否恰当，学校又应当如何处理此事？,呦，洗地的都洗到知乎上开了？真以为顶着个大学生的破帽子自己就是理中客了？身为一个大学生，没有同情心，颠倒是非，混淆视听，作为大学生，提出这种极具偏袒性和导向性的问题，无耻！无情！
哈工大威海校区与西南交大、西安电子科技、南京航空航天、南京理工、武汉理工这些大学相比较哪个更好？,感觉这个问题会引战，本人在哈工大威海，个人认为总体说来南京理工和武汉理工好一些。 西安电子科大其次，工大再其次，再是西南。 我个人认为报志愿的话考虑区位因素多一些比较好，从区位看的话南京最占优势，还有就是南京有钱啊，城市有钱学校才能有钱啊，有钱了硬件才好，才能有资本聘请好老师哪(现在深深感受到资本在学校实力方面发挥的巨大作用)。 但是如果题主对某一专业特别感兴趣，比如计算机，那电子科大肯定首选，如果想做飞行器设计，那肯定优先考虑南航。但据我的观察，大多数人是没有一定要报某个专业的执念的，只是对自己有一个大致的方向，所以这种情况下学校的综合实力(尤其区位优势)就要考虑在内了。 当然，我认为如果你需要一个舒适的学习生活环境的话，工大威海还是很合适的，威海的环境非常适合学习。还有就是这边转专业特别容易，今年是允许成绩在前50%的转，所以我们专业走了五分之二，-_-||。 因为本人专业是船舶与海洋工程，就这个专业来说，武汉理工是比我们学校要好的。其他专业不做评价。 就题主提出的这些参考大学来看，题主预计的成绩应该在620分左右吧，那么题主的情况和我有些相似，本人625，我给题主说一下我去年填报的志愿作为参考，1.中国海洋，2.湖南大学，3.中国农业大学，4.哈工大威海，5.中石油华东，6.中国矿业大学。 真心希望这个问题不要变成各个大学互喷的现场，大家有话好好说。
怎样评价武汉理工大学矿物加工系？原本报专业是看着这个系报的，现在看来越来越不堪。,我也是武理的，差的很
各位朋友，我是武汉理工大学的毕业生，准备签约华意压缩机，请问以后发展前景怎么样啊？研发岗或者工艺管理？,       我的回答题主应该用不上了，给后面想签华意的学生们看看（对，我的回答对校招的更有用些，社招来的就大概参考看看吧），是希望大家看完之后对这个企业有个了解，考虑好了再来，不要来了看到各种不满意又不到半年就跑了，公司好不容易招进来、好不容易培养的人，你就这样跑了，不仁义。我说的内容在措辞之中带有我强烈的个人情感，但是一些客观的事情我没有胡说，基本上这些信息你都可以问的到的，至少来这也都知道的。但是始终我偏激的说法会影响到很多人的决定，这些完全看你个人选择了。也还是不少人选择留在这里的。不过想了解华意的人，你们看看我发的就好了，千万不要在人资面前提及这些信息，毕竟我还是说的很负面的，我认个怂，怕查水表。（其实我在这里敲这么多就是为一个记录，我那些亲戚朋友同学问起我的情况，我直接把这个发给他们看，就不用每个人都讲一遍同样的话了）   衣 :统一厂服，高管也一样。蓝领   薪酬 : 压缩机行业目前的效益不行，华意的一些部门普通员工工资达不到纳税标准，工人的话刚来的话每个月2k多到3k。新进来的大学生，实习期加上乱七八糟2k多，转正之后看部门，市场部和技术部算初入职里工资比较高的，不过后面发展看个人。人资给你说的工资，实际到手没有你想象的那么多，需要杂七杂八的加起。餐补，是按照你上一个月的考勤来算，金额是考勤天数乘以7，比如你上个月上班20天，那就是140，而这140会算成是发给你的工资。这样说吧，给你发的钱都从你工资里扣(笑)。住房公积金按照最低标准，按照基本工资1000，然后5%，你交50，公司交50，每个月一共100。不了解这种大概是多少的，一般好点的企业都会按照10%~12%住房公积金的交，据我同学情况，有的单位会按照就是个人交一份（12%）公司交个人的四倍这种来交，还有加上个人相当于交了工资42%的公积金。这里普通工资据说十年没变过，十年前发2k现在还是2k，曾几何时这里也是很多人需要找关系才进的来的企业，现在这个大背景下，工资自然高不上去了。领导说不要关心工资，自己要好好干，心态一定要好。工资的话来了之后会发现，落差很大。举个例子，人资招人说过，给你4k工资很高了，你在景德镇哪里还找得到4k的，就是这样的现状。  宣讲会的时候说是国企，其实是合资型企业，国企那些好待遇都捞不着啥。工资低的大家都和睦相处没有啥勾心斗角。  对于社招来的人特别是技术部的，工资都很高，大概10几万是稳的，前提是你可以带你的技术过来，在外面工作几年来这里，比同样时间一直在华意工作的，工资要翻翻。听说有一技术部的在这工作7年工资还是4000多。但是那些社招过来的，工资高。这里的技术人员流动很很大，其实好好想想，人才流动性这么大，有野心想好好干的都跳走到高新的去了，留下来的就是养老混日子的，那谁来扛把子，又如何能研发出好压缩机呢。华意留不住好学校毕业的学生，却又一心要招。      平台与前途 :  虽然这里买的压缩机量是全球第一，但是这并不是全球第一的压缩机企业，因为只有压缩机卖的量最多，质量并不好。升职方面，你只要在这待的下去，总会往上走，因为和你一起来的基本都会走了。这里流传着一句话“拿着买白菜的工资，操着卖白粉的心”说明是干的活很累而工资却很少，其实要我来说，这里工资与劳动量没有那么夸张，工资少的话工作也比较轻松，但是如果拿这个工资和外面对比的话，可能是低很多，相比于大城市，做一样的工作，工资却很低（这里要明确一点，景德镇的消费高，现在房子偏中心一点的也是7000+，而衣食行这种基本消费都比肩大城市，一个在深圳工作很多年的同事说，这里除了房子比深圳便宜，什么都比深圳贵）。在华意干的话，天花板很快走到，因为就是到中层，上面高层大部分是长虹总部派来的，你从景德镇华意是走不上去的。这样也合理，在景德镇这个小地方，没见过世面，闭门造车，从这里往上的人肯定比不上大平台见过大世面经历过大竞争的人的。我感觉，这里公司只负责招人，不考虑你来这之后的发展与培养，所以这里人才流失很高，要是你就想养养老，这里是可以的，要是你想有自己的事业，那基本都跳出去了。我来这，被问的最多的就是你为什么来这，但是那些嫌弃这里不好的人，也并不一定具备跳出去的能力。在这里，技术部的人是最好跳槽的。   压缩机 ：空调好卖路子广，空调压缩机很好卖，而冰箱压缩机简直可怜，而华意就是做冰箱压缩机的。全球第一大？降低售价也要打开销路，实际赚的不多，子公司都比不上。   关于各岗位的情况 ，拿校招需要的那些岗位来说。  ①国际营销储备干部：即外销，平常工作在景德镇市，做的都是跟单而不是业务，偶尔出差，工作日加班到6点，单休。  ②国内营销储备干部：即内销，长期驻外出差，要求男性，真的是长期住在外面，偶尔回景德镇。  ③售前工程师：技术部的，和内销外销一样，做国内售前的长期出差，海外售前的长期景德镇办公室。主要是压缩机匹配工作，国内售前的很辛苦，天天在别人工厂求人家办事还到处奔波。  ④工艺管理：技术工艺部，我感觉他们干的活比较杂。  还有一些技术的和别的部门，大概就是看名字也知道是干什么的了。物流管理招来貌似就是开叉车吧。   景德镇:  景德镇因为陶瓷名声在外，实际是一个很low的城市，在江西这么low的省份都排不上名。而且这里陶瓷也不行了，几大瓷厂倒闭，而传统工艺制瓷作坊，景德镇也只有20几家，比起以前没落了。这里消费一点不低，超市买东西甚至会比大城市贵，因为大点城市会有很多促销啊折扣啊的。然后这里吃饭的，就那种小店，很小的店铺，你一个人吃，妥妥的要15，如果五个人以上一起去中餐快餐店那就人家8块；外卖要是只点一份，20块稳的，点两份会有折扣平摊下配送费会便宜些；然后就是下馆子，我在我们住的附近吃过一餐，三个人吃四个菜还价最后结账200块；在市中心吃火锅，那家火锅连锁，同样的火锅连锁在我老家那个城市50块可以买100的券，这里也就打8折，总的来说这里的吃饭的成本一点都不低。而且由于拆迁房价涨起来了，好点地段1万也是有的。总的来说，是一个养老我都会嫌弃环境不好的地方，这里的环境和基础设施，呵呵，我住的附近，居民散步地点在哪里，在陶瓷学院的校园操场。。。。环境很差，到处修修拆拆的，交通很差，绿化很敷衍，看起来low爆了。然后公交就是常规价，打的也是常规价。   华意提供的住与行:   住宿条件:来的大学生的住宿不错，住在离市中心比较近的地方，打的也就10块钱到市中心，是以前的老厂区这边也有很多店铺，生活用品好买水果吃饭都好解决，就是离工厂远，要早起坐厂车，厂车又挤又热无限怨念。四人住一个公寓，三个房间两小一大，然后房间分配是，本科生两人一间，研究生一人一间，但是这边人不是很满，一般三个人住一间，一人一间房。   作息 :  对于很多要加班的部门，基本上早上6点半起床，晚上六点半回家，中午一小时吃饭休息时间，除去吃饭时间还有15分钟休息。对于要加班的部门，加班，是一种常态，不加班就是矫情，领导要你对加班保持一种好的心态以面对以后的工作。对于大部分部门，特别是技术部，不强迫你加班，加班也没有加班费，但是你不加班项目完不成就没有绩效了。对于别的部门人资财务之类，虽然不怎么加班，但是工资也低。   食堂 :  个人觉得食堂菜味道不错，饭很差，但是也有人觉得饭不错菜很差的。每次去食堂，那么大一个厂子，给你的筷子只有不超过50双，真的是，一个小小的快资料篮子，里面筷子就两层，一般人来是用不到筷子的，除非实习什么的很早来。筷子是两头的一样的，都很粗，用起来可变扭了。不提供勺子。一般人都是自带勺子和筷子。食堂还比较干净，食堂楼上也有免费健身房乒乓球室之类的，免费。          如果抛开以上身外之物来看个人发展，这我说不好，说不定这种环境对培养人吃苦耐劳精神大概很好。还有听说技术部的工作就是抄袭浙江加西贝拉的，真假不知道。再说招来的大学生，大部分人是干到过年领了工资就走了，招进来的大学生一半以上会待不到一年就走，留不住人，不过留不住人的锅不完全算公司，还有景德镇这个城市，我感觉这个企业如果在二线及以上城市，离职率会低很多吧，毕竟真有四五千的话和武汉南京那些国企给出的工资也差不多嘛(笑)。最后，干什么都是靠自己，你有能力自然会有更好的发展。这里不管作为你第一站第二站还是最后一站，都也没有那么烂。 
如何评价武汉理工大学组织学生在图书馆阅读区域进行民乐表演的行为？,大家好，楼主您好，首先我要说的是，民乐团那天图书馆表演的情况，全然不是楼主所说的那样。 民乐团快闪，他们的初衷，就是希望把国乐，把民族器乐，用一种更直接亲近，更震撼动人的方式带给广大理工学子，目的就是这么简单。那天，他们也做到了，许许多多的人涌进图书馆想一睹民乐风采，无数人流连忘返伫立良久，真真正正被这首曲子打动。 那天，已经是五一放假的前一天，民乐团在图书馆举行快闪，已经通过各大校内媒体，图书馆广播的方式传遍校园。快闪活动已有心理预备，加之曲子奏几遍时长18分钟左右。又是要放假，又是已通知，又是时间短，对在图书馆学习的影响已经降到最低最低。  图书馆是公共空间，国乐是公共期盼。武汉理工大学是一所理工大学，人文气息艺术氛围都缺位。我们平时振臂高呼的人文艺术，人文关怀，艺术熏陶，终于在这一刻得到回响。那天围着图书馆中庭的我们，看着这一件件国宝乐器，第一次这么近距离的接触国乐。又看到民乐团的同学们都是这么可爱亲近，与从前只能在舞台外面遥望不同，这次图书馆快闪，直接拉进了我们和他们的距离。我们的喜爱，我们对民乐的呐喊呼求，在那一层一层的人群和掌声就能体现。  武汉理工大学未招音乐特长生，但据我了解，我校民乐团在省比赛斩获头奖，个个勤学苦练，牺牲个人时间，每周晚上去参加训练。为了这次快闪，他们抓紧图书馆各种闭关时间，申请进馆彩排。如此，他们才能成功给我们带来如此震撼的乐曲。  没有人是我们想的那么简单，也没有音乐是我们想的那么容易达到。目前对民乐团图书馆快闪是褒奖远远大于怀疑，大多数不赞成都是连着升升公寓晚上断电一同提及的。我实在为我校乐团抱不平，他们也是跟我们一样的本科生，他们也要考试，也要考研，也要就业，也要出国，他们不仅仅练出了高水平，还不遗余力，勇敢自信的在通知大家之后图书馆表演，实在是我们武汉理工大学的骄傲。  无论舆论如何，我都想给武汉理工大学民乐团的每一个乐手点10086个赞。
华中科大，武大，华师，武汉理工大学，中南财大每个学校的校园文化都有怎样的特质？,中南的别名有一个叫中南唱歌跳舞大学，虽然整个学校和艺术一毛钱关系都没有，但整个学校各个院系对校舞蹈大赛和民歌大赛都有一种莫名的执念。
武汉理工大学道桥专业毕业的学生进了国企之后发展能怎么样，薪水会有多少的变动？,研究生还是本科？ 国企是施工设计业主？
我是武汉理工大学给排水专业大三的学生。我想知道我们专业以后能有什么大的出路嘛。那种方向赚钱最多？,求问楼主你们上课的时候建筑给排水用的是哪个版本的书，我是16考理工市政的=  =
武汉理工大学的建筑学专业和自动化专业的宿舍情况怎么样，有独卫，是上床下桌吗？,没有独卫，大澡堂，六人间，上下铺，爽到爆炸(◔◡◔)
在武汉理工大学就读是一番怎样的体验？,       我2016年就要毕业了，武理法语专业。在武汉这些年，对于武汉和武理的还是有一些自己的感受。武汉人我觉得还是蛮真诚的，再加上武汉励志做大武汉的决心，这些年大规模城市建造，虽然现在城市到处都施工，但是未来还是很光明的，也是祝武汉发展的越来越好。武理的话其实我也没资格过多评价，武汉很大，武理也很大，由于是三校合并所以有好多个校区，最新的是南湖校区，新的图书馆和体育馆也马上开始使用了。我们住在升升公寓，每天上课走到鉴四教学楼要20多分钟，中途的路由于雄楚大道施工也不好走，尤其是一下雨绝对淹。这一点我也是见识过了，都说在武汉能看海，总之只要下暴雨，路上肯定是要淹的。我们专业的课至少90%在鉴四，有些在南湖校区和鉴湖校区，而武理余家头校区我也根本没进去过（太远，也没必要去），所以有时候我们外国语学院的人开玩笑自嘲自己是鉴四大学毕业的… 虽然对于武理我接触的不多，但我还是能感觉得出武理的学生还是很好学的，从爆满的各校区自习室就能看出来，我跟学霸不沾边但偶尔也是去一下自习室，因为想去体会一下学习的氛围来促使我努力的学习…  这也是我对武理最好的印象吧。 我实话实说，我的专业我没法选择因为我是保送生，因为专业不是很感兴趣所以有时不是很上心，但我有好多理工科的朋友，感觉他们还是非常刻苦的。闲暇之余我最爱踢球，我是阿森纳的球迷，因此鉴湖的球场也是我的最爱，那场子不错。武理爱运动的人也很多，篮球在CUBA也是不错，只是我很搞不懂为什么学校不支持足球。听说从前因为足球比赛出过事故就再也不官方组织足球比赛了。这一点是最让我心寒的。中国足球想要崛起就必须从基础打起，多培养孩子踢球的兴趣，多组织比赛才能慢慢出更多人才，日本足球就是一个很好的借鉴。前两天看今年的世界大学生运动会，日本力压巴西在足球项目中拿到铜牌，这就说明日本足球俨然有了自己完整的体系，基础打得好，各个年龄段都很厉害，那人才也自然少不了，国家队水平高也是自然而然的事。然后家长也愿意孩子们去踢球，享受运动带来的欢乐。去年12月份央视新闻频道做了一个节目叫“五问中国足球” ，里面就提到了中国家长不愿让孩子踢球、学校不组织孩子踢球、城市缺少足球场等等的一系列对于中国足球的提问。这其实就是一个很好的探索，中国足球既然能发现这些问题那么就需要一点一点的解决，只要在一个正确的轨道上发展，那么我对于中国足球还是充满希望的。对于中国球迷我也想说，我知道国足总是让大家窝火，谁都有过想砸电视的冲动，但我希望大家坚持下去，只要中国足球不放弃自己，我们也不要抛弃它。只有在最艰难的时期共同陪伴，才有资格见证最终的辉煌。说的有些多，总之我是想说，希望学校今后能够加大对足球的重视，它身为世界第一大运动是有它的理由的，足球可以让一个人学到很多很多，真的。 所以如果你是喜欢足球的孩子，我把现在的状况也跟你说明，武理的足球并不理想，但相信我无论哪里都有为梦想而努力的人，华科有 武理也有（华科不光有新生杯之类的杯赛，每学期还有自己的联赛，所以他们学校足球水平很高，而武理官方都不支持剩下的你自己想吧），所以你会找到跟你志同道合的人。就算没人陪你踢，有时候一个人一个球一个场子，也足够了。         总之，对于武理，虽然有很多怨言，但也有很多感谢，尤其感谢是为我们装了空调！（在武汉没空调冬天又没暖气是个什么滋味，只有体验过的人才知道）我在这里学到了许多，也成长了很多，其实对于每一个让我成长的人地方，我都怀有感激之情，因为它使我变的更加成熟更加优秀。我并不畏惧磨难，相反我有时还很欢迎它，因为只有在一个又一个困难面前，才能让我看清自己，看清自己的弱点，认清自己的能力。武理的有些专业很强，所以不能一概而论，我们的法语专业曾经很不错，但现在也是日渐下滑。我学语言并不是为了研究它，而是当作一扇打开别国的门的钥匙，了解世界各国的文化并取其精华，世界那么大，总要去看看的。别的专业我没资格说，语言专业的话武理的老师还是很负责的，大多数都是本校毕业后出国留学回来的，而且每年都有交换项目，英日法都有。什么北外上外的肯定没法比，但我敢说在理工科大学里我们的外院也算是不错的了…          武理是一所年轻的大学，2000年三校合并，今年刚刚15周年，但武理的生机和活力也恰恰是这所大学最大的优势，只要能多多吸取别人的经验并敢于创新，真正做到“厚德博学，追求卓越”，那么武理就会在一条正确的道路上不断的快速的发展前进。就像对于武汉这座城市，我对于母校的未来，信心满满～  ———以上只是我个人的见解，想到什么说什么，如有表达不恰当的地方还请见谅，希望母校越来越好。
如何评价武汉理工大学一学生大水中蹲在椅子上复习？, 考试所迫，这哥们第二天要考发动机构造，这课贼难，而且理工素来上课上一个内容考试考另一个内容，一个学分能够掰成几个上 
武汉理工大学会计研究生?,去年推免时想跳出理工的会计就选择去了外校。但其实现在觉得吧，本校理工会计也不错，身边也有本校会计研究生的学姐考CPA、做项目、签工作都很NB的啊。不管选择在哪个学校，机会总是有的，但是在哪都得靠自己努力呀～
本科武汉理工大学物流管理，硕士申请了澳洲求大神分析解答？, ；） 
武汉理工大学现在是985么？,这种问题也跑知乎来问？拖出去斩了
武汉理工大学的寝室怎么样？,  如图，下面有根横杠可以挂衣服。
如何评价凤凰网把武昌理工学院搞成武汉理工大学?,操他大爷
武汉理工大学中外合作车辆工程和长安大学车辆工程，该报哪一个？,毫无疑问是武汉理工大学，哪怕多花点钱，武汉理工大学是由三个学校合并而来，其中一个就是武汉汽车工业大学，是中国汽车总公司唯一直属学校，校友力量雄厚，是长安大学远不能及的，长安大学的人脉主要集中在公路和土木这一领域，而且湖北省的重点大学中，只有武汉理工大学有车辆工程，所以想东风二汽之类的大国企基本是随便进，而且只是一些不太出色的人去，稍微厉害的都会考研保研或者出省去一汽大众，上汽广汽等企业，去年武汉理工入职一汽上汽的一共有将近三百人，东风更是多如牛毛，武汉理工的车辆硕士起薪基本十万以上，而且大多在十二万以上，转正第二年基本15-20万，而且工作并不算累。
中南财经政法大学，西南财经大学，武汉理工大学，河海大学，人力资源？, 都还行吧，进到这些学校的分数不低还不如考到本省的综合性院校，比如重庆大学，四川大学等 
如何评价部分知乎用户嘲笑某武汉理工大学教授在巡视组面前下跪？,谢邀。呃。我觉得说得挺对的 所以各位一定要有个能谋生的一技之长，比如写写代码什么的，不至于完全依附于体制，不然人格独立性很难保证
请问西南交通大学，武汉理工大学，合工大，哈尔滨工业大学（深圳）的机械专业研究生，哪个学校性价比更高？,这是哈工大深圳被黑的最惨的一次
武汉理工大学通信专业怎么样？,非理工大。  但是理工大通信毕业可以进华为的。 还可以
武汉理工大学会计专业怎样考研上浙大，上交？,你只要用自己高中时的二分之一的努力就可以了，重要的是不能放弃，凡事都要坚持
在武汉理工大学 (WUT) 就读是一种怎样的体验？,10级本科强答一波，余区老学姐一枚，已毕业3年，如今供职于杭州某知名互联网公司。体验嘛，哈哈哈，非常有趣。  1:帅哥超级多啊！帅哥质量也很高啊 ！ 如果你是妹子，长得一般，又想撩帅哥，可以考虑一下。 我曾经在大二某公选课的第二节课(航海楼615或613)，对一位身穿黄绿色格子呢大衣的小哥一见钟情，当时我穿晶蓝色羽绒服，可惜当时没要联系方式。 如果学妹有跟我一样经历，不要像我一样。多年后，你会明白，帅哥着实是个稀缺资源。 (你们说，小哥看到这条知乎会不会私信我？)  2:堕落小吃街情怀满，以余区为背景。  多年后，我走过很多高校，它们所谓的小吃街简直弱爆了！ 我这里给需要人士推荐下我个人非常喜欢的，男生后街门口的烟熏肉蛋炒饭，门口的卤味鸭肝鸭肠，少东家煲仔饭的鲢鱼，爱情麻辣烫，云南过桥米线，等等。(不知道拆了没)。 我这个8月底要回武汉，去搓一顿。   3:我在这所高校成绩不大好 。 挂过高数，多年后，有一件事情我一直不明白。 话说，当年我的下铺，考高数全程抄袭我，为何最后我挂了，她却过了？ 大四时，班长找我私聊:"小X啊，要记得努力啊，绩点不好，班级倒数第五，班长还特意提醒我"倒数第四都是男生"。 虽然，毕业3年，我供职于很多人都想来的互联网公司，拿着超过很多同龄人的薪资。成绩对我的负面影响貌似不大，但我还是想说，能好好学习还是好好学习吧，在你毕业时，好的成绩会给你很多安全感。 毫不吹牛的说，姑娘我是没好好学习，好好学习，吓死你！哼！  4:开学某不知名教授对我影响大 。 军训时，一个人玩单杠，走过来一退休老教授，老教授跟我说:新生啊？ 我:嗯。 老教授:大学四年，什么书都不用看，你就学好逻辑思维，培养好了逻辑思维，什么都好说。 7年后，回头看他的话，如果说要我给学弟学妹们一些什么建议，我也是这句话，培养好逻辑思维。 等你工作了就知道，逻辑思维直接决定了你的工作能力。决定了你的学习能力，理解能力，思维方式，沟通方式，废话少，能更小概率提出或者做出很蠢的事情，等等，甚至还决定了你找男朋友。（我会乱说？） 你去看，那些数学系出身的，普遍逻辑思维强，跟他们说话沟通起来也很通畅！  5:作为余区人，4年我就只去过主校区1次。   6:校友毕业后貌似归属感不强 。 比起，浙大系，武大系，北邮系，华科系等等。我在杭州，想组织一个校友小范围聚会，发现组不起来。   7:在这所学校拥有过一段不错的恋情 。 帅哥，释明心和尚和小田切让的结合版，奉我为女神好多年。结局这里不提，煞风景，哼！ 但因为他，直到如今，我特别偏爱道路与桥梁专业的的学生，就是偏爱。 理工大余村，因为他，于我的意义也多了很多。  8:整体评分，4颗星 。 一颗星差在，宿舍条件太差，竟然没有空调。  9:如果重新选择，我想我还是会选择这所学校。  如果时光可以倒流，我会毫不犹豫勾搭1中提到的呢大衣帅哥。 大学走过的路径，让我重新选择，我还是会都走一遍。于我的意义都很大，包括高数挂科，班级倒数第五，嗯嗯。  10:顺便提一句，答主目前工作和大学专业毫无关系，但如果你也想毕业后转行，去别的领域。最好是应届生时第一份工作就转，别想着到后面再转，越往后，成本越高。  举个例子，如果你学机械，你想去互联网做产品，那么，第一份工作就进互联网这个圈子，哪怕不是产品，是运营也行。后面，从运营转产品，难度就小了很多。  各位武汉理工ers，点赞一个让黄绿色格子呢大衣小哥看到，再走可好？ ------------------------------------------- 2017年9月1日，17:00，此刻，我就在航海楼211教室，教师空无一人，如图，今天在校园四处逛了逛，变化真大啊。     女生宿舍老七栋重新装修了，重新打了衣柜桌子，且装了空调，羡慕嫉妒恨很恨。        想当年，我们那宿舍，地上还有好大一个坑，哼！ 啊啊啊啊啊啊啊啊，怎么还有下课铃声！此刻！   理工大二桥，随手一拍，入境的就是这种质量的，看看，看看，看看这帅哥质量！你们还不信         如诗如画的水运湖      我还吃到了心心念念的烟熏肉蛋炒饭，还是那么好吃。他家夫妇二人为人非常nice，还有2个帅气的儿子。      最后一张，以第一次和前任见面时的地点结束，   华城广场公交站，哈哈哈哈哈哈哈哈.....  时光开始倒流，人往前走，一位身穿蓝色牛仔服的大帅哥笑着朝我走来...... 卧槽，此刻我怎么还眼框湿了了？!    以下诗句，赠与所有学弟学妹:  别丢掉  这一把过往的热情， 现在流水似的， 轻轻 在幽冷的山泉底， 在黑夜，在松林， 叹息似的渺茫， 你仍要保存着那真！ 一样是月明， 一样是隔山灯火， 满天的星， 只有人不见， 梦似的挂起， 你问黑夜要回 那一句话—— 你仍得相信 山谷中留着 有那回音！   林徽因的诗句《别丢掉》  祝大家，都前程似锦！  （最后，今天更正，遇到小哥的教室，不是603，而是615，后来我去旁边的613上课了。）
中国地质大学(武汉)和武汉理工大学哪个好?,地大
在武汉理工大学余家头校区读书是种什么样的体验？,补充回答 11月23号回国 倒了时差立刻回了武汉  刚出国的那段日子里 最孤独的时候每天的梦里都是大片大片学校里的香樟树 化不开的夏天 满眼的绿 终于回来了以后 心里的感觉却没有那么强烈了  逛了学校 走了以前的路 终于发现 整个学校一点点过去的影子都没有了  物是人非 想念的不过是这里的回忆 学校一直在 但是人都散了 还在读研或是工作了的同学 身上多少都有了戾气 开始习惯性的吹嘘 炫耀 没有人还是曾经的自己了 所谓的想念不过是情怀 所谓的情怀 不过是自己回忆里的美好 和别人眼中的没事做 终于可以和这座城市好好的告别   然后继续向前          15届毕业生，现在在墨尔本读书，毕业于传说中妹子超级多的政院。总体上大学四年感觉都在混，因为院小真的完全被学校忽视，除了妹子以外。大一的时候看到余区时简直惊呆了，那时候和平大道得桥还没有修好，奥山还没有盖起来，没有福客茂地铁也没通，唯一逛街的地方就是沃尔玛，余区整个还乱糟糟的，政院楼还是没有翻新的东配楼，每次去开个会都觉得去了鬼屋，老八的宿舍破的不行，到处是蟑螂，冬天的时候宿舍冷的不能呆，自习室里全是男生，进去要经过几十双眼睛得注视，里面的味道更不用提了。第一个学期武汉发生了各种暴乱的事情，校园里安全都成了问题。我每天都在怀疑是不是脑子进了水来到这里上学，有种被流放的感觉。后来呢，报了武大的双学位，跟着老师坐课题，去新东方兼职，自己的生活充实了好多，学校附近的设施越来越好，交通方便了，环境好了。大三暑假宿舍装了空调，图书馆重新整修，陪了我三年的梧桐树全都被砍光了。早就习惯了余区的一切，它的小巧精致，它的古老神秘，发觉它有多好的时候，我毕业了。如今在南半球最想念的还是余区的四年，每天做梦都会梦到，如果可以真的希望时间倒流再回去上一次课，吃一次食堂。看同学的照片里，它还是没变，和走的时候一摸一样。有人说余区小余区破，但这就是母校，嫌弃它千百遍却不允许别人说一句不好。   
你怎么看待泰晤士2013大学排名中武汉理工大学排中国大陆的第十位,我也是理工学渣一枚，这个排名是按照上一年的成就来排的。 至于大理工为什么能排到这个位置，我觉得第一是跟材料学院哈佛大学建了一个联合实验室，上面那些说理工渣渣的看清楚，这可不是啥面子工程，还是出了一些paper的，理工的很多学科实力还是很强的。第二个原因貌似是理学院某个老师发了篇据说数学界很NB的文章。 其实作为本校的学生，看到这个大家就是笑笑而已，没什么人当真。可是架不住各种挖苦讽刺的，哪个学校都要踩一踩，踩完了还要来一句就这学校也能在这名词，这排名真水。来喷理工之前先看看那个排名是怎么排的，一共分教学、国际声誉、工业收入、科研和论文引用五方面，去年理工科研创收是武汉第一，这个是上过报纸报道的，引用就不说了上面也有所提及。可以看到今年这两方面把整体排名拉上去的，明年就未必能到这个名次了。 看到很多的评论，只想说，没有二流的学校，只有二流的学生。理工这两年也出了普林斯顿、CMU的PHD，同样的环境别人也没被什么所谓二流的学校拖累，还是努力发展自身吧。
